@relation function

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class numeric 

@data
19,-26,14,-149
26,1,2,114
-9,-29,20,-361
24,-5,11,-10
-27,-15,17,-365
22,-12,19,-128
0,15,-19,250
-29,-22,11,-343
-5,-18,4,-137
-20,25,-17,170
10,-14,-3,24
9,-20,18,-215
-17,-20,27,-435
21,22,-29,483
-28,27,17,-202
23,7,10,43
23,-5,-15,245
18,-29,-19,164
-14,-28,22,-402
8,-18,20,-232
-8,25,-12,180
-15,29,12,-79
7,1,-21,249
28,5,0,160
-5,2,-6,43
-9,29,-22,291
-16,-22,15,-318
9,0,-25,295
-23,-12,-14,-23
-22,21,-27,244
-11,-27,13,-293
-5,-12,15,-223
6,7,-29,348
-17,15,5,-75
3,10,6,-5
-3,14,-15,191
-29,-23,-25,13
-24,9,-22,136
0,-6,-23,206
-3,-22,-27,167
-17,-20,7,-235
-11,11,-5,39
18,11,-23,364
-25,5,-23,125
-19,-2,13,-233
0,5,0,20
25,4,-16,301
3,17,22,-137
-16,15,-19,170
10,-8,12,-102
23,-26,1,1
-14,5,-11,60
1,-26,-28,181
-14,28,-16,202
19,21,26,-81
-4,20,8,-20
14,17,4,98
-13,-27,-5,-123
-14,22,14,-122
-13,9,-3,1
18,-18,10,-82
-15,19,6,-59
-4,29,-29,386
25,-27,24,-223
6,-11,26,-274
5,22,-26,373
-27,-12,23,-413
-11,13,-28,277
12,21,16,-16
-10,9,10,-114
25,29,29,-49
18,-1,-26,346
-9,-7,1,-83
6,5,19,-140
-12,-22,22,-368
-17,-23,29,-467
3,-7,-29,277
-2,-20,17,-260
-20,-9,-11,-26
26,-14,-6,134
27,11,-28,459
-28,-2,-19,42
25,9,10,61
-23,0,-10,-15
-23,-13,14,-307
22,-29,4,-46
-18,21,-6,54
0,-15,2,-80
-18,-4,21,-316
2,-10,3,-60
13,-7,-15,187
-25,-13,24,-417
7,-6,-19,201
6,2,25,-212
-25,16,7,-131
-17,-17,-25,97
1,-5,-18,165
-6,-28,17,-312
-9,0,16,-205
13,-29,19,-241
10,-15,-12,110
-17,2,-3,-47
9,11,-9,179
-20,19,15,-174
-7,-11,-18,101
-20,-14,-28,124
-8,19,5,-14
-2,9,25,-224
11,19,-5,181
-8,-13,0,-92
-6,23,-23,292
27,-13,-27,353
16,8,20,-88
0,20,16,-80
0,28,-24,352
7,-1,-17,201
3,14,-22,291
-19,-27,-18,-23
-12,26,29,-246
-11,6,-8,49
-17,-9,12,-241
-10,-1,0,-54
-5,-12,-7,-3
-5,-2,-19,157
0,0,-20,200
5,12,-6,133
6,17,-16,258
-1,19,-18,251
-1,-15,-8,15
8,-14,22,-236
7,-5,6,-45
5,-5,11,-105
1,-27,-27,167
2,27,-19,308
18,-3,28,-202
13,-8,-19,223
12,-1,18,-124
-15,25,2,5
18,-15,20,-170
4,17,-7,158
24,-11,4,36
-5,-23,-12,3
22,24,20,6
20,-21,-27,286
-15,26,-25,279
19,12,-18,323
23,2,4,83
-12,0,-21,150
-26,-22,19,-408
25,28,4,197
24,-19,-3,74
-10,10,-19,180
0,-23,9,-182
14,18,4,102
25,26,-21,439
-23,19,19,-229
14,18,-1,152
-12,-4,-3,-46
17,-29,12,-151
-26,13,22,-298
13,16,18,-51
-14,1,-28,214
18,-14,5,-16
19,-14,13,-91
11,1,10,-41
25,-13,2,53
-13,-13,-9,-27
-18,15,-17,140
28,-19,23,-166
-17,28,5,-23
20,-9,0,64
-21,-15,22,-385
-2,-27,2,-138
-6,25,13,-60
23,6,10,39
-28,15,-19,110
-22,25,-28,270
28,13,15,42
-25,-25,-8,-145
28,13,3,162
28,-27,19,-158
-21,1,5,-151
-12,-9,24,-336
14,22,-11,268
10,16,-3,144
-7,-7,3,-93
10,16,-8,194
-27,28,21,-233
-10,6,20,-226
2,15,-7,140
12,8,6,32
10,1,-20,254
10,-13,-20,198
-23,23,-5,27
-9,26,-3,89
-7,-17,-27,167
12,26,-18,344
13,0,-15,215
5,12,9,-17
20,-21,20,-184
-3,1,-28,269
-20,18,-8,52
-22,-11,26,-414
23,-23,17,-147
26,11,-29,464
0,20,9,-10
-19,-8,21,-337
9,0,4,5
-10,-24,-14,-6
10,28,-20,362
-15,-8,-10,-7
25,-13,-4,113
5,4,-11,151
10,-19,-23,204
-18,15,-10,70
-9,22,-29,333
27,-22,-24,287
13,3,17,-93
-3,1,-12,109
-7,-6,-1,-49
-12,24,20,-164
8,4,8,-24
-12,18,-23,242
10,-11,-7,76
6,28,-12,262
-6,21,4,14
4,-8,15,-162
9,3,20,-143
-27,20,27,-325
-24,-5,-2,-120
-28,-19,25,-466
-7,-14,-3,-61
-28,13,12,-208
3,-24,0,-81
-17,29,-19,221
17,-23,-15,143
-15,3,18,-243
-27,8,-3,-73
-16,1,17,-246
22,20,11,80
25,-14,-23,299
6,5,18,-130
15,29,-20,391
-11,15,19,-185
5,0,11,-85
24,-18,-14,188
3,-18,-21,153
-22,-23,0,-202
-17,-3,-2,-77
28,11,-13,314
21,27,-11,323
-12,-27,0,-168
-7,-4,-13,79
21,-16,-18,221
10,26,20,-46
-14,-25,-9,-80
-6,-5,-5,0
-17,-25,6,-245
-3,-25,20,-315
18,-21,23,-224
-15,-22,-29,127
2,-1,-16,166
-8,23,-15,202
-24,-10,-11,-50
-17,-21,4,-209
-18,18,-21,192
-24,-28,19,-422
1,-28,-7,-37
-17,13,-4,7
8,17,1,98
28,26,-16,404
18,-21,19,-184
3,-22,-23,157
17,11,-9,219
3,20,-28,375
16,-17,-4,52
6,-23,-23,168
8,16,-21,314
-14,3,7,-128
7,18,-5,157
21,-15,18,-135
-17,0,4,-125
-9,7,28,-297
-5,-5,10,-145
16,28,5,142
26,-5,19,-80
-26,-26,3,-264
15,-16,-29,301
-21,-5,-8,-45
-11,6,15,-181
-1,-28,-24,123
-16,-11,-21,86
-1,-29,22,-341
-14,4,-4,-14
15,-29,-23,189
-25,15,-6,-5
-22,-15,16,-330
-15,5,14,-195
-10,13,16,-158
-16,-1,26,-344
23,-20,-1,45
-24,26,-21,194
-12,-18,16,-292
-9,-1,14,-189
-19,-3,7,-177
8,4,-23,286
21,14,-2,181
17,11,20,-71
-8,10,-12,120
-14,-22,-7,-88
4,-14,12,-156
-18,12,3,-72
18,-28,24,-262
16,-28,-14,108
10,-6,-12,146
0,-29,22,-336
21,-13,-9,143
-13,-27,21,-383
-28,15,28,-360
23,-28,-16,163
-9,-27,17,-323
-19,-7,-21,87
2,19,-12,206
-29,-27,15,-403
3,19,9,1
7,-4,-20,219
-29,14,-14,51
-24,-28,-27,38
3,-9,-4,19
10,14,3,76
-11,10,11,-125
-11,-10,-29,195
6,24,1,116
-20,-14,3,-186
11,-27,23,-283
-18,-27,-29,92
-17,25,13,-115
-17,-23,7,-247
9,-6,-24,261
-28,-17,19,-398
1,-14,18,-231
-16,29,15,-114
-23,-6,-8,-59
0,-23,-14,48
-29,21,-23,169
-28,29,16,-184
-15,-25,3,-205
26,5,4,110
23,-1,-7,181
26,19,10,106
-12,8,24,-268
-13,-27,9,-263
-25,-15,4,-225
-2,12,25,-212
-18,-11,-3,-104
-20,-11,-8,-64
-25,-22,-9,-123
-19,-22,28,-463
-28,25,-9,50
-5,-24,-17,49
17,-10,-11,155
22,-3,-12,218
13,17,11,23
20,-9,-5,114
4,-18,0,-52
-1,23,1,77
-7,-21,15,-269
1,12,-29,343
0,-16,9,-154
9,-29,8,-151
-10,-4,-26,194
15,-25,24,-265
-1,-18,-15,73
19,-26,2,-29
9,2,0,53
-4,16,9,-46
11,-4,11,-71
24,27,26,-32
-3,-7,8,-123
5,5,-17,215
1,7,19,-157
14,22,-28,438
-13,0,4,-105
13,3,25,-173
20,12,1,138
17,14,-22,361
-17,4,11,-179
-27,6,-5,-61
20,-10,-9,150
27,-27,-1,37
-18,-11,25,-384
20,-23,-5,58
27,16,11,89
3,22,13,-27
3,-19,0,-61
-1,0,27,-275
26,-9,28,-186
28,18,0,212
0,21,3,54
-18,6,11,-176
17,23,13,47
0,8,-28,312
-16,-12,-20,72
28,-12,29,-198
0,-27,-22,112
24,-2,4,72
0,-9,11,-146
-17,-17,4,-193
-20,-28,-22,8
23,-28,12,-117
0,7,14,-112
1,16,-28,349
-25,-4,-20,59
1,-26,29,-389
-14,8,-10,62
-2,-21,8,-174
0,-10,25,-290
9,2,-2,73
-2,-26,7,-184
16,1,15,-66
-23,-27,-8,-143
-9,-14,-8,-21
-22,7,2,-102
-23,5,-24,145
18,-15,2,10
-20,-16,0,-164
23,-8,29,-207
-8,-2,27,-318
13,23,-22,377
-22,14,-21,156
0,-13,-18,128
12,-19,-15,134
22,-6,20,-114
-13,19,-24,251
15,25,29,-115
-29,-15,-7,-135
6,-11,24,-254
14,-25,-3,0
24,12,-6,228
12,-26,-10,56
6,-24,15,-216
28,26,22,24
-6,8,-7,72
0,-18,-23,158
-22,-4,7,-196
18,-20,21,-200
-25,-7,1,-163
16,-2,27,-198
-23,25,-14,125
-27,-12,-10,-83
-20,-12,-14,-8
1,-24,1,-101
0,-14,21,-266
16,-17,13,-118
17,-13,-18,213
-10,-18,-14,18
24,15,3,150
11,26,15,9
15,-5,-7,125
23,-6,-20,291
-19,10,-25,195
-29,19,-26,191
7,14,-5,141
11,5,-7,145
4,-3,5,-42
0,27,16,-52
21,-23,2,-7
16,-24,-11,94
9,29,-22,381
6,15,14,-50
-12,18,9,-78
25,-4,-15,259
24,4,26,-124
-8,18,18,-148
-4,1,-28,264
7,-15,-27,245
13,-25,18,-215
8,-7,25,-238
-10,-14,24,-346
-5,-15,-4,-45
12,29,16,16
-7,17,0,33
-2,-13,26,-322
1,-11,3,-69
6,-3,27,-252
20,1,-19,294
-20,16,-3,-6
25,6,-20,349
-27,-20,2,-235
7,8,10,-33
-8,-23,22,-352
29,-18,5,23
-19,26,-5,59
26,2,-26,398
-1,-23,10,-197
-11,15,-1,15
24,14,28,-104
25,-24,-6,89
-25,13,14,-213
-19,9,0,-59
7,-25,25,-315
-12,19,3,-14
2,4,6,-34
24,23,-2,232
13,20,-21,355
10,-13,26,-262
20,5,-14,260
18,6,2,94
-24,19,-3,-14
20,25,11,90
25,1,19,-61
27,-11,3,61
-2,-4,20,-226
-22,-28,0,-222
-29,-17,27,-483
24,-28,12,-112
-4,-12,-21,142
12,-19,0,-16
-21,-13,-5,-107
25,0,26,-135
20,10,-12,260
-9,-17,-17,57
-24,11,-7,-6
-21,8,9,-163
-9,-17,10,-213
25,-12,17,-93
-18,-11,-25,116
-24,4,27,-374
-5,23,-9,157
-18,0,6,-150
7,20,-7,185
15,-27,-11,77
-11,13,2,-23
16,-8,27,-222
8,21,12,4
22,9,26,-114
28,2,-21,358
22,2,17,-52
0,28,23,-118
-28,17,1,-82
1,8,28,-243
-29,-21,11,-339
1,13,29,-233
16,9,13,-14
-18,6,17,-236
11,23,10,47
-28,-13,0,-192
-6,28,-29,372
-13,-1,-14,71
23,7,-6,203
25,19,18,21
16,15,-9,230
10,-3,9,-52
-22,-20,-8,-110
0,-2,-3,22
-9,-14,-7,-31
-12,-2,-28,212
8,-23,21,-262
26,-1,-13,256
-2,4,-20,206
7,-22,6,-113
-28,21,18,-236
-21,5,24,-325
4,24,12,-4
-20,25,28,-280
3,26,19,-71
-18,-20,-24,70
15,-5,24,-185
9,8,20,-123
-15,-21,-29,131
-19,-9,-22,89
-25,25,-20,175
11,5,-9,165
-27,10,-29,195
-28,9,-9,-14
16,24,25,-74
-1,-15,-29,225
9,-19,-20,169
-28,-5,20,-360
-18,20,27,-280
9,2,-14,193
26,-14,5,24
16,19,13,26
2,-13,7,-112
-19,-27,-11,-93
27,10,-2,195
18,0,-16,250
2,-1,26,-254
3,11,18,-121
-22,-24,-10,-106
-5,11,17,-151
-16,3,-28,212
-4,7,26,-252
-7,-17,-2,-83
-14,7,-17,128
4,0,-28,300
10,-3,2,18
17,-28,7,-97
9,-13,-11,103
-11,21,-1,39
20,-11,-14,196
25,27,2,213
1,15,16,-95
8,0,8,-40
-21,-26,12,-329
5,28,9,47
-26,-26,-3,-204
19,9,-2,151
-7,3,12,-143
15,16,22,-81
6,-24,-18,114
6,-13,15,-172
16,9,-23,346
-20,0,3,-130
4,28,17,-38
19,-28,15,-167
0,6,9,-66
27,21,-19,409
-6,-10,6,-130
10,-11,-29,296
-2,25,7,20
-2,12,-28,318
-23,24,-9,71
6,15,14,-50
13,-9,-12,149
27,4,4,111
-29,-9,16,-341
-23,-24,-8,-131
-11,21,-3,59
-1,-15,-1,-55
-12,3,7,-118
-2,-1,-19,176
-9,9,8,-89
2,-12,-18,142
8,29,-3,186
1,6,8,-51
20,15,-5,210
-17,-28,5,-247
20,29,-17,386
-14,-13,17,-292
24,19,-11,306
20,-15,6,-20
-27,-28,-15,-97
-26,-8,-18,18
27,-12,28,-193
13,22,-4,193
20,5,11,10
11,-23,2,-57
-4,3,-23,222
-11,-13,-29,183
9,16,-24,349
13,10,6,45
-26,-12,25,-428
21,-21,25,-229
4,8,26,-208
-17,-4,8,-181
-23,16,22,-271
-28,6,-14,24
4,0,-13,150
-19,10,13,-185
-21,15,25,-295
-18,7,-4,-22
-23,3,10,-203
-6,-6,5,-104
10,4,24,-174
-23,-7,10,-243
11,20,-9,225
-8,24,-25,306
-26,-16,11,-304
-13,23,-19,217
-12,3,-12,72
-1,-22,20,-293
-5,-21,8,-189
-19,27,-5,63
-3,4,-9,91
-18,16,29,-316
-11,9,23,-249
12,-27,7,-118
10,0,-29,340
-28,-8,19,-362
-25,10,-15,65
23,22,-6,263
-3,15,-9,135
1,-7,-2,-3
-13,-13,-2,-97
-14,2,-12,58
-28,-3,7,-222
23,-3,-2,123
20,-8,26,-192
-9,5,27,-295
29,-8,-11,223
-22,21,21,-236
-21,1,16,-261
27,3,-18,327
8,-4,18,-156
-17,-18,-14,-17
-11,-9,-27,179
-9,29,-11,181
17,22,19,-17
-18,12,-26,218
13,-29,-11,59
-18,-11,-20,66
25,19,0,201
26,2,5,88
17,27,-19,383
9,-18,-21,183
-18,-23,-2,-162
10,8,0,82
-27,10,-28,185
-17,-13,-2,-117
0,28,9,22
-16,25,19,-170
-2,19,-18,246
-14,-14,28,-406
0,-1,10,-104
20,-21,-4,56
10,10,6,30
-27,11,-3,-61
28,-20,-18,240
25,29,25,-9
1,-9,14,-171
11,19,-11,241
-29,18,26,-333
6,-15,12,-150
-7,10,-8,85
23,22,-28,483
29,-27,29,-253
-3,-28,-13,3
-18,-24,-3,-156
-20,2,14,-232
-26,-28,-16,-82
6,21,0,114
-13,20,-26,275
-13,-20,-4,-105
14,19,17,-24
19,-6,-25,321
4,9,26,-204
22,-25,-17,180
-23,-9,7,-221
-19,27,22,-207
21,-26,20,-199
-4,12,-22,248
24,15,4,140
24,5,-24,380
-14,4,16,-214
21,23,12,77
11,1,-20,259
4,22,13,-22
6,-1,-18,206
-9,1,-11,69
19,12,8,63
9,-26,-18,121
-23,15,-4,-15
-5,-20,5,-155
24,8,-6,212
-13,-2,6,-133
-23,-12,-14,-23
-4,2,8,-92
3,-16,-13,81
13,16,16,-31
19,-19,-12,139
22,-21,-6,86
14,18,-3,172
-22,-25,18,-390
-27,-19,-14,-71
14,-15,-19,200
0,24,-13,226
-14,10,-4,10
-11,-29,-6,-111
-13,-16,-12,-9
-7,-9,7,-141
-26,-18,-8,-122
6,-15,27,-300
24,25,24,-20
11,-5,23,-195
24,-16,13,-74
19,13,15,-3
15,0,21,-135
-17,20,-5,45
18,-12,0,42
15,-7,6,-13
-27,5,-17,55
2,8,-8,122
-7,16,1,19
-4,22,7,-2
26,-6,22,-114
4,-26,4,-124
-25,-11,-17,1
20,-2,-15,242
23,19,-11,301
-24,-22,-12,-88
15,24,-3,201
4,-18,27,-322
-4,8,-7,82
-19,-21,15,-329
-7,26,-24,309
29,-28,12,-87
29,-25,27,-225
3,-8,27,-287
-29,-22,-25,17
11,-11,-19,201
20,-14,22,-176
5,21,0,109
13,-11,23,-209
20,-23,13,-122
-4,25,8,0
-12,-5,-5,-30
13,-3,-24,293
8,-6,-16,176
-19,-18,15,-317
4,-20,-23,170
16,-13,24,-212
8,-2,14,-108
15,17,23,-87
1,-19,-26,189
22,14,-8,246
7,26,0,139
-4,1,-21,194
-15,12,25,-277
21,0,-8,185
17,5,27,-165
0,22,21,-122
0,-11,28,-324
27,-25,4,-5
26,-14,24,-166
-10,-26,4,-194
11,7,8,3
-3,-17,-13,47
9,-3,-26,293
-15,-13,-8,-47
27,-3,25,-127
28,-17,7,2
24,15,11,70
19,-6,29,-219
21,10,29,-145
15,16,28,-141
-12,22,-13,158
14,25,22,-50
-15,-24,-1,-161
-25,-10,-4,-125
9,-9,-6,69
14,22,-9,248
14,-14,29,-276
29,-7,-2,137
28,-13,-27,358
-17,26,19,-171
0,23,-27,362
-10,0,-18,130
7,-21,-5,1
9,4,13,-69
6,-16,21,-244
5,7,9,-37
14,-11,20,-174
22,-18,10,-62
-14,22,-3,48
-3,-21,-11,11
-8,15,-20,220
21,10,21,-65
3,-11,-16,131
0,-10,-22,180
-25,29,8,-89
-5,-19,-28,179
-12,14,12,-124
-5,-13,-5,-27
23,-20,10,-65
29,10,-6,245
-27,-20,27,-485
0,-21,14,-224
-19,12,26,-307
-4,-22,-16,52
-28,-8,9,-262
-13,-27,-9,-83
-7,27,29,-217
-15,-24,-11,-61
23,26,-8,299
-14,-6,-20,106
1,-10,-10,65
4,-14,23,-266
-4,-22,26,-368
16,8,-15,262
-16,-14,-24,104
26,-20,6,-10
22,-23,-25,268
9,-9,-5,59
18,4,6,46
23,28,23,-3
-8,-9,-18,104
-1,11,9,-51
27,15,-23,425
-18,-4,-2,-86
12,-24,-14,104
-24,-5,-8,-60
20,-18,7,-42
15,-21,11,-119
19,-18,29,-267
29,29,-4,301
3,8,20,-153
5,-1,10,-79
-13,2,-10,43
0,-11,6,-104
29,17,-16,373
-11,26,-14,189
11,29,-21,381
-21,-27,-8,-133
7,-24,5,-111
-22,-26,5,-264
25,13,0,177
-11,-8,-11,23
-28,-2,29,-438
-11,-28,-13,-37
10,27,29,-132
-2,-13,12,-182
-21,-19,-12,-61
25,-1,-9,211
15,12,4,83
19,9,-26,391
28,-3,-9,218
0,-5,-8,60
-7,-3,-16,113
15,15,-20,335
-9,7,7,-87
-14,-21,-1,-144
-20,-17,-27,102
-17,-25,0,-185
22,23,-27,472
-26,11,-3,-56
-7,20,14,-95
-22,-17,6,-238
-18,-11,2,-154
-27,-6,-27,111
5,9,25,-189
-15,-5,9,-185
21,1,25,-141
17,-11,29,-249
-5,-2,-12,87
26,20,-6,270
23,-16,-11,161
-24,21,-5,14
-15,27,14,-107
-10,-19,-25,124
-28,15,-8,0
18,5,-14,250
9,-6,6,-39
-19,-25,12,-315
3,-11,-21,181
1,-24,27,-361
9,2,-16,213
11,-8,20,-177
28,13,-18,372
24,-9,-12,204
2,-15,16,-210
-25,-19,-21,9
-28,-21,3,-254
-22,16,-18,134
-19,-5,1,-125
13,-18,9,-97
17,-3,0,73
4,10,26,-200
9,15,0,105
18,-11,24,-194
4,-5,-17,170
-10,13,-6,62
5,-18,24,-287
7,19,-20,311
-1,-19,-5,-31
1,18,29,-213
0,29,3,86
22,-4,1,84
28,-1,13,6
-5,6,5,-51
24,-25,17,-150
6,-9,-17,164
15,29,0,191
25,-9,-24,329
13,-22,14,-163
-11,-6,20,-279
-24,-5,15,-290
-15,6,-24,189
26,-29,-11,124
-1,-19,19,-271
2,10,24,-190
13,14,1,111
-26,-2,-16,22
-19,22,-11,103
-25,5,-27,165
-5,11,3,-11
-12,-26,1,-174
-4,18,20,-148
15,14,6,71
-29,-20,-27,45
-15,-29,24,-431
3,0,26,-245
-20,-10,-2,-120
-12,25,27,-230
19,8,-12,247
-24,-9,23,-386
26,3,-22,362
-27,22,7,-117
0,13,26,-208
-26,-6,16,-314
-8,-19,1,-126
10,14,1,96
-4,16,11,-66
-24,-2,-3,-98
28,20,7,150
13,3,-1,87
28,-16,-24,316
-2,-27,13,-248
16,-25,-3,10
20,9,-1,146
23,0,18,-65
29,-27,25,-213
11,-21,-7,41
12,9,-12,216
-19,5,0,-75
5,-28,17,-257
15,15,21,-75
-22,-7,-24,102
-7,-1,-2,-19
28,18,-23,442
-5,0,-8,55
-21,29,18,-169
12,-2,-22,272
29,18,7,147
15,0,-23,305
22,-25,-18,190
18,8,-20,322
29,19,9,131
-23,23,29,-313
-17,-12,-19,57
0,14,-6,116
-10,-14,11,-216
-2,20,-19,260
15,1,-12,199
1,3,7,-53
18,-27,28,-298
25,-2,1,107
4,-24,19,-266
20,-3,17,-82
0,19,0,76
-24,15,23,-290
17,26,16,29
-25,24,10,-129
-18,-3,3,-132
-22,6,-19,104
-29,17,-27,193
23,-14,5,9
-22,-29,-6,-166
17,-17,-24,257
-13,9,-2,-9
0,-2,-18,172
3,-15,-17,125
-26,-12,17,-348
8,-9,29,-286
0,-2,1,-18
26,25,23,0
-12,17,12,-112
18,-23,21,-212
23,-19,-14,179
16,-16,-7,86
18,-17,29,-268
18,-18,14,-122
-25,4,-10,-9
-11,2,1,-57
-21,-18,6,-237
-7,10,8,-75
5,27,-6,193
21,-17,5,-13
29,12,-26,453
-17,18,-18,167
-27,-6,28,-439
-21,20,-24,215
3,14,0,71
-2,-11,3,-84
-12,6,6,-96
18,-22,-24,242
4,-3,-23,238
-11,-14,-8,-31
-18,28,20,-178
-24,13,-3,-38
21,24,22,-19
-15,1,15,-221
-18,13,19,-228
-12,19,-9,106
-5,-14,9,-171
17,-23,2,-27
29,-28,-28,313
18,24,-21,396
2,-19,12,-186
-25,-7,-4,-113
26,-23,-9,128
0,-6,-14,116
28,-13,-14,228
5,-16,22,-259
-1,27,-16,263
-23,-25,18,-395
2,7,4,-2
9,6,14,-71
-25,-20,0,-205
11,20,-18,315
-17,8,1,-63
21,-12,-8,137
7,5,5,5
-10,28,19,-128
16,-11,14,-104
-12,3,-26,212
-18,17,25,-272
21,-23,25,-237
0,28,-3,142
26,-25,15,-120
-22,-23,0,-202
1,25,-29,395
-11,17,-3,43
16,-25,-8,60
-5,-13,-16,83
-1,8,-8,107
22,-25,16,-150
12,-15,-27,270
20,-3,9,-2
20,0,0,100
15,8,-19,297
22,12,19,-32
-27,-13,28,-467
-4,-15,27,-350
-28,3,8,-208
-2,-22,1,-108
-22,-7,-4,-98
-6,10,27,-260
25,1,13,-1
-29,19,23,-299
-2,15,5,0
24,16,-4,224
-21,0,15,-255
17,-15,-3,55
0,5,-2,40
-28,23,28,-328
-26,14,-13,56
23,-7,-6,147
-21,-2,1,-123
-11,-24,24,-391
0,11,-13,174
21,-25,-20,205
-25,0,7,-195
9,14,-5,151
-9,10,22,-225
4,24,-10,216
27,-27,-11,137
-20,-8,2,-152
-17,3,20,-273
6,27,-10,238
25,-20,-9,135
21,-13,20,-147
29,-19,-25,319
-26,-3,-3,-112
25,-14,5,19
12,20,15,-10
-22,19,24,-274
21,-8,-2,93
-1,-23,-7,-27
-6,-23,5,-172
6,-5,0,10
-12,-10,29,-390
16,4,24,-144
14,12,-9,208
-12,19,24,-224
-6,3,17,-188
8,28,2,132
-27,9,-14,41
-21,-12,-4,-113
-28,-13,11,-302
-22,-2,28,-398
-4,-29,10,-236
-2,-20,10,-190
-13,-24,-22,59
-27,21,21,-261
-8,-22,-22,92
-1,-24,27,-371
18,-7,9,-28
23,22,20,3
-5,7,-1,13
21,-23,-6,73
8,21,23,-106
24,10,-11,270
27,-7,-6,167
29,-14,-3,119
-16,-21,-10,-64
-28,-13,-6,-132
14,-4,1,44
-9,27,-8,143
23,16,9,89
-6,6,0,-6
-15,28,-17,207
19,-17,4,-13
16,25,28,-100
-13,-16,11,-239
-29,-26,4,-289
12,-13,8,-72
-8,-22,0,-128
-23,-13,-22,53
14,-19,-26,254
21,-1,-17,271
9,-18,-22,193
13,-11,11,-89
18,-26,22,-234
23,20,0,195
-13,25,12,-85
1,25,10,5
-7,5,16,-175
19,11,-29,429
13,-5,23,-185
22,-9,-21,284
-10,21,21,-176
13,-15,-28,285
-12,-10,21,-310
7,17,29,-187
-25,24,-26,231
-26,4,-19,76
10,-27,-17,112
-2,-9,11,-156
-2,-17,-9,12
4,-29,0,-96
-10,-27,-21,52
9,9,-26,341
26,23,28,-58
14,-21,1,-24
8,-26,-14,76
-29,-1,4,-189
-1,24,11,-19
-16,29,-1,46
-20,-3,28,-392
14,12,-18,298
19,0,23,-135
7,-29,-26,179
11,3,18,-113
0,-10,-15,110
13,16,-19,319
-20,1,16,-256
28,-29,8,-56
0,-1,-24,236
-13,26,-24,279
9,25,0,145
-21,9,-3,-39
0,-2,25,-258
11,-18,20,-217
-19,11,4,-91
-28,3,-28,152
-19,-23,5,-237
-13,-24,19,-351
-10,-4,18,-246
1,-21,3,-109
16,-13,-15,178
12,-17,-20,192
1,28,-23,347
1,-2,-1,7
0,6,-28,304
12,8,22,-128
-21,-15,7,-235
-8,12,19,-182
-3,-2,29,-313
-2,-11,-21,156
21,20,0,185
-28,3,16,-288
-8,-14,-3,-66
-24,-18,-12,-72
-26,-16,20,-394
-1,28,-15,257
-26,-28,14,-382
-9,18,-18,207
-21,12,-28,223
20,-26,13,-134
20,19,3,146
4,-27,19,-278
1,4,-16,181
-10,27,0,58
11,17,-8,203
18,-15,-15,180
-26,-29,-6,-186
-26,-3,-4,-102
5,19,-16,261
19,-14,-15,189
24,-9,8,4
25,-21,10,-59
-22,22,14,-162
-29,9,-23,121
0,-12,-25,202
9,20,5,75
-12,-18,0,-132
23,-19,-18,219
25,-23,-21,243
9,-29,10,-171
15,0,-9,165
-16,13,-1,-18
29,-22,21,-153
13,15,-26,385
-10,28,26,-198
-19,15,12,-155
-20,24,-3,26
10,24,1,136
-21,16,-13,89
16,-17,-3,42
3,22,-28,383
-16,17,7,-82
15,4,-15,241
19,-14,24,-201
-3,-6,8,-119
-13,-1,24,-309
7,14,9,1
-20,-9,-18,44
-9,-18,-24,123
-14,-18,3,-172
-17,23,-21,217
-25,11,29,-371
-27,22,-23,183
16,-2,-16,232
26,-26,24,-214
-13,13,-11,97
-12,29,-2,76
27,-29,-10,119
20,16,-22,384
-22,12,6,-122
-23,17,27,-317
-12,-9,15,-246
13,27,18,-7
0,-20,2,-100
-17,-22,-26,87
-27,-16,8,-279
-20,-2,11,-218
-4,22,-27,338
-16,-3,-25,158
-21,27,6,-57
4,-29,25,-346
15,26,13,49
7,1,23,-191
12,20,-28,420
18,6,16,-46
-26,-16,6,-254
18,-9,14,-86
-16,14,24,-264
-18,-12,27,-408
-3,15,-24,285
-14,-10,23,-340
-15,0,-5,-25
-15,-6,-19,91
6,-11,-10,86
-15,-25,-2,-155
-5,23,25,-183
-11,0,16,-215
-14,-19,11,-256
-26,11,-13,44
-14,-4,-11,24
-14,19,-23,236
11,-15,-23,225
-22,-5,-5,-80
-1,24,-7,161
28,11,-15,334
-2,-29,29,-416
16,4,-4,136
-23,20,-20,165
0,-3,-9,78
-22,11,-28,214
-9,-28,-7,-87
-24,14,-24,176
-5,0,28,-305
-28,-26,-26,16
-3,15,11,-65
29,-12,8,17
27,24,6,171
25,-3,-29,403
-25,8,-21,117
26,13,-12,302
15,-25,9,-115
17,-27,8,-103
-4,-20,-10,0
-5,-6,14,-189
-9,29,24,-169
-12,6,-9,54
-23,11,17,-241
-5,18,3,17
-11,12,-5,43
-12,17,-10,108
9,18,11,7
17,-11,5,-9
22,-24,-8,94
18,12,15,-12
-10,-26,-14,-14
12,-25,26,-300
10,3,29,-228
0,18,-8,152
4,-29,24,-336
20,29,0,216
-5,29,23,-139
-27,8,17,-273
7,17,-7,173
24,-6,-28,376
-8,4,-5,26
17,20,7,95
28,24,25,-14
-19,-14,-7,-81
-20,16,-24,204
