@relation function

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class numeric 

@data
-19,-16,-1,309
-6,-12,-14,142
-3,23,-10,-19
21,-20,-24,-300
24,16,22,274
-17,3,18,-141
-5,-5,4,5
25,-28,-9,-655
-7,0,-20,100
6,-12,29,-217
-5,22,0,-110
-3,-14,-14,112
-12,-25,5,275
-15,-12,-27,315
-21,25,-23,-410
-4,1,-10,46
-23,-3,23,-46
0,-16,-5,25
-25,1,17,-110
-2,28,7,-91
-6,21,4,-146
-17,17,9,-334
22,15,3,315
22,10,27,85
13,-23,4,-319
20,-17,14,-410
21,28,-9,633
-20,-27,24,420
-3,23,-7,-34
24,0,-22,110
-3,-21,-11,118
-12,-14,-25,293
-24,-7,11,113
-11,-13,29,-2
6,-3,12,-78
10,0,13,-65
-7,-7,-2,59
1,13,-16,93
16,7,0,112
-16,-5,-1,85
-8,15,6,-150
-2,-22,22,-66
-5,-12,5,35
-6,28,-9,-123
16,-29,-22,-354
0,-26,-7,35
-9,-5,21,-60
13,-4,-9,-7
13,2,-17,111
-21,-3,-2,73
3,22,-20,166
23,12,-14,346
6,-19,-6,-84
6,-21,4,-146
-6,5,11,-85
15,-13,26,-325
-1,27,28,-167
21,-28,-20,-488
3,0,24,-120
11,22,-26,372
22,23,-8,546
-22,26,-15,-497
23,27,1,616
18,-2,21,-141
-19,-16,-23,419
19,1,16,-61
6,-5,9,-75
-14,0,-5,25
-12,6,23,-187
14,27,-8,418
7,6,-1,47
0,13,-21,105
-24,-4,-11,151
-25,-5,-7,160
27,29,4,763
1,-16,19,-111
6,-3,19,-113
5,-23,17,-200
-11,15,-21,-60
-11,26,2,-296
-26,10,-21,-155
19,-15,-13,-220
28,7,11,141
23,1,0,23
9,23,-21,312
-21,10,4,-230
-6,11,18,-156
17,-14,20,-338
9,-18,27,-297
-26,12,-6,-282
-24,14,-21,-231
-9,-5,-27,180
18,-1,-14,52
0,2,25,-125
0,-6,19,-95
-19,-28,-15,607
-17,-28,3,461
-20,16,-27,-185
4,-14,-9,-11
28,1,23,-87
-19,9,9,-216
-26,1,-2,-16
10,-22,-26,-90
14,0,20,-100
9,-7,-11,-8
-11,-7,-2,87
-1,3,-26,127
2,-10,-1,-15
-26,12,26,-442
-13,14,-23,-67
10,0,-10,50
29,25,2,715
-28,9,28,-392
-22,-29,10,588
6,0,27,-135
-2,-29,-7,93
25,-27,-10,-625
19,-27,3,-528
12,-4,18,-138
-7,0,22,-110
10,-4,-29,105
-12,20,-16,-160
-27,14,-4,-358
11,-10,-8,-70
3,-22,14,-136
0,-23,2,-10
-22,-7,2,144
2,-25,-5,-25
22,8,29,31
14,20,-18,370
15,9,-22,245
-28,15,7,-455
-6,-24,-24,264
-2,-27,16,-26
-19,-18,15,267
-11,-11,-19,216
-28,28,6,-814
-7,-9,-8,103
-21,-25,18,435
10,-7,7,-105
-11,-22,14,172
-15,-20,-7,335
26,-19,-12,-434
22,-25,-14,-480
-4,19,11,-131
-2,-16,17,-53
-10,25,-6,-220
15,-16,-1,-235
-8,1,-13,57
23,-7,7,-196
1,-17,0,-17
26,23,-24,718
-2,-26,-20,152
6,-28,-17,-83
-20,-22,8,400
1,0,0,0
-13,20,-16,-180
15,-12,-2,-170
17,-29,-27,-358
-12,5,-7,-25
-14,-20,-10,330
-28,27,27,-891
-15,23,-15,-270
-29,8,14,-302
-10,1,-5,15
22,-29,-26,-508
1,-22,18,-112
-11,-5,15,-20
12,12,-7,179
-19,-6,-13,179
7,10,-3,85
-20,27,28,-680
0,26,-25,125
2,27,-3,69
1,-7,-10,43
-10,1,-23,105
-17,-3,-21,156
-12,-19,-12,288
9,8,-16,152
18,-27,-6,-456
8,17,-18,226
12,-28,-14,-266
-3,-15,-15,120
-16,-21,-24,456
2,14,-25,153
5,-13,9,-110
21,15,-22,425
-18,-4,22,-38
-17,-8,-24,256
28,1,-7,63
24,15,7,325
-11,0,-23,115
-12,-29,2,338
0,-7,0,0
-11,5,-13,10
-3,27,-7,-46
-2,-16,7,-3
12,-7,-18,6
25,15,12,315
-4,13,-26,78
7,-17,-24,1
-12,19,-16,-148
-21,-11,29,86
24,-14,-5,-311
20,2,28,-100
0,18,-9,45
8,-7,-27,79
0,-12,-28,140
18,-9,-27,-27
-11,10,17,-195
24,-26,-20,-524
3,-4,10,-62
5,-3,-27,120
-28,-3,-2,94
22,11,20,142
-13,3,-13,26
-21,-17,-12,417
26,-16,0,-416
-27,13,-7,-316
6,3,-4,38
0,20,21,-105
17,25,-17,510
-9,-25,16,145
-22,-7,22,44
-9,21,15,-264
23,-20,-15,-385
-27,-13,-1,356
-2,0,3,-15
7,-9,4,-83
5,-29,26,-275
25,2,-6,80
0,-5,-23,115
-16,-25,-9,445
-1,16,4,-36
-28,1,3,-43
22,29,21,533
-21,22,-19,-367
-28,-24,-26,802
19,-28,13,-597
-18,-26,12,408
15,-26,-7,-355
-15,11,0,-165
1,27,-13,92
14,1,26,-116
-19,24,10,-506
2,-25,27,-185
-23,17,23,-506
19,-15,-22,-175
-3,-22,-7,101
23,25,10,525
0,-7,-25,125
15,-17,25,-380
-25,-20,-19,595
0,15,21,-105
-26,-2,20,-48
-25,11,-8,-235
-26,-16,-12,476
26,-6,-11,-101
29,9,26,131
12,-22,10,-314
23,14,-4,342
-26,-3,23,-37
-1,-22,4,2
17,-17,19,-384
28,28,-12,844
5,-19,15,-170
-17,-23,-27,526
8,-24,5,-217
25,0,10,-50
27,-29,-21,-678
7,19,11,78
-8,5,21,-145
21,29,23,494
-8,9,-2,-62
10,15,-29,295
-13,27,-27,-216
-6,10,1,-65
-20,-22,26,310
17,20,6,310
14,29,25,281
-15,25,-7,-340
17,-1,-23,98
-17,8,-8,-96
28,4,25,-13
-16,14,-19,-129
-26,-20,-21,625
-6,-9,-17,139
-6,1,21,-111
-23,-4,14,22
-20,9,-12,-120
28,-8,26,-354
19,27,26,383
-8,15,29,-265
-15,19,-1,-280
-11,-20,-27,355
-22,-19,-27,553
29,-28,-18,-722
7,13,-1,96
23,0,-27,135
-22,21,11,-517
2,-12,24,-144
-6,-17,12,42
14,6,16,4
16,-16,-22,-146
-27,28,-5,-731
-1,-25,7,-10
15,-26,29,-535
-15,2,9,-75
9,8,-8,112
5,16,-9,125
20,5,-4,120
25,2,10,0
-4,16,12,-124
-19,-23,25,312
-14,27,-21,-273
13,12,-10,206
26,-4,23,-219
-21,4,24,-204
-14,-13,-1,187
21,3,7,28
28,-9,5,-277
24,-2,-16,32
14,24,-1,341
-16,9,13,-209
10,19,22,80
14,18,-10,302
-26,5,12,-190
-15,-1,22,-95
-16,7,-20,-12
19,-11,-9,-164
-8,22,-5,-151
-21,-15,26,185
-19,0,7,-35
18,1,0,18
26,-22,-13,-507
20,25,-19,595
9,-19,-14,-101
16,-22,-27,-217
28,29,-4,832
-7,-6,23,-73
-13,-27,-19,446
19,-16,-13,-239
-28,-25,-22,810
0,6,-2,10
14,-21,10,-344
-16,11,-24,-56
13,5,-9,110
3,-23,0,-69
10,-12,-29,25
-18,-13,-27,369
26,-9,0,-234
-20,3,-15,15
-11,15,13,-230
-27,-18,23,371
-23,0,0,0
3,-19,-9,-12
-29,18,-2,-512
12,-3,-2,-26
20,-2,19,-135
-5,19,11,-150
-24,-25,8,560
22,-20,23,-555
22,2,6,14
-1,-19,-10,69
14,-26,5,-389
23,-12,-1,-271
4,-27,-28,32
10,-24,24,-360
22,27,27,459
0,28,20,-100
-24,4,10,-146
19,-24,-5,-431
-15,-1,-4,35
-4,12,-11,7
29,-23,-21,-562
-17,11,-29,-42
-23,16,-26,-238
-5,-10,17,-35
-11,21,21,-336
-28,18,-29,-359
4,16,6,34
23,22,-4,526
-14,18,28,-392
25,1,-27,160
18,20,-21,465
-6,12,-7,-37
1,13,-4,33
29,29,-9,886
17,10,-3,185
3,-11,-25,92
9,15,-3,150
-6,-29,13,109
5,8,14,-30
6,-28,12,-228
8,-27,28,-356
-17,-17,-18,379
-11,-2,13,-43
-7,23,17,-246
18,-1,-11,37
8,16,22,18
-12,-5,28,-80
28,3,20,-16
-29,20,-6,-550
24,18,-13,497
-27,4,9,-153
12,-4,1,-53
-5,6,-12,30
-24,-14,12,276
8,8,-9,109
-5,-6,-22,140
-28,-22,-26,746
25,9,0,225
-4,-1,22,-106
20,-22,3,-455
-26,-1,-15,101
28,27,-12,816
-13,24,25,-437
-2,22,20,-144
29,0,7,-35
21,-5,-5,-80
12,-11,-3,-117
-2,2,-5,21
24,-25,-3,-585
25,20,-13,565
-25,-14,-28,490
18,-15,2,-280
19,-18,15,-417
-29,23,10,-717
-6,-17,5,77
-1,6,-4,14
5,23,21,10
6,-3,-28,122
-29,1,21,-134
25,23,15,500
19,1,13,-46
26,-9,28,-374
-3,-16,26,-82
0,14,-25,125
-13,21,-27,-138
13,28,-6,394
-27,-28,-25,881
1,-18,-23,97
20,18,18,270
2,24,-14,118
-11,-21,-27,366
-28,-20,-18,650
-20,-22,-29,585
-15,12,0,-180
13,-23,13,-364
-11,27,-14,-227
-6,16,-14,-26
-9,18,8,-202
-24,3,-22,38
-15,-11,-6,195
0,27,25,-125
-10,17,-16,-90
7,25,7,140
-24,13,24,-432
-12,-4,20,-52
14,15,9,165
-28,-13,3,349
11,-1,-14,59
-11,14,13,-219
-27,4,16,-188
0,14,2,-10
8,10,21,-25
20,-4,27,-215
29,11,-3,334
-8,13,-23,11
0,7,0,0
4,-7,4,-48
0,17,0,0
-18,-26,-18,558
-24,-13,-2,322
-5,-18,25,-35
9,-29,26,-391
-12,2,-29,121
-14,-12,15,93
27,0,-3,15
13,7,-6,121
-21,-28,-5,613
-8,-25,0,200
16,-27,-3,-417
9,-25,28,-365
-15,19,-9,-240
-22,12,22,-374
-25,-6,17,65
19,26,0,494
10,-12,23,-235
9,-14,10,-176
12,-2,-8,16
-10,-4,-24,160
-1,-19,-2,29
6,14,22,-26
-12,-3,15,-39
17,-29,22,-603
-27,0,14,-70
-4,26,-13,-39
-19,-18,-11,397
21,6,8,86
-11,-27,7,262
-16,-11,11,121
2,-11,24,-142
7,9,29,-82
19,-1,-8,21
4,-29,21,-221
20,-18,0,-360
-10,-19,18,100
5,-4,9,-65
-8,28,-29,-79
26,25,-18,740
0,-15,-15,75
4,-17,26,-198
-13,-27,-16,431
-9,-10,3,75
-29,27,9,-828
0,10,14,-70
11,7,-17,162
-29,-17,6,463
-17,-25,14,355
17,19,8,283
-12,16,16,-272
0,-27,-23,115
21,-26,-29,-401
9,2,-25,143
11,27,-16,377
13,21,-16,353
-25,-24,1,595
-22,29,-1,-633
0,-23,21,-105
19,-16,26,-434
-14,-7,-28,238
6,16,-9,141
-5,-21,-18,195
-25,1,8,-65
6,-22,-8,-92
-15,7,-29,40
-6,19,22,-224
-10,25,24,-370
3,-25,-27,60
21,9,-10,239
10,-20,-22,-90
25,-21,-29,-380
28,25,-14,770
-6,2,25,-137
28,22,-23,731
-15,9,-9,-90
-17,12,-16,-124
-28,14,-21,-287
8,-2,28,-156
3,-7,19,-116
-10,-15,-1,155
28,-10,19,-375
21,22,-9,507
-13,13,-10,-119
-26,19,27,-629
22,-17,-14,-304
19,-20,29,-525
-6,-24,23,29
-4,26,23,-219
-1,23,-11,32
2,-19,25,-163
12,-15,2,-190
14,-20,7,-315
-6,15,1,-95
27,6,-10,212
2,-18,12,-96
-7,-23,0,161
-6,28,-19,-73
4,17,15,-7
-17,17,-1,-284
7,-1,-22,103
-11,-19,-6,239
11,24,-6,294
-14,19,-20,-166
-21,1,0,-21
24,-23,12,-612
8,28,-23,339
29,-26,-21,-649
-24,14,16,-416
24,-6,25,-269
8,4,-9,77
-3,-5,19,-80
11,28,4,288
8,-23,17,-269
-5,-7,17,-50
-20,13,28,-400
-11,12,-16,-52
11,3,-29,178
-9,3,8,-67
-24,22,16,-608
6,-27,1,-167
-5,14,-1,-65
-11,-24,-17,349
-6,-8,-12,108
-14,-28,19,297
-14,-2,-13,93
21,-5,17,-190
-21,-15,29,170
-15,10,-27,-15
-25,-14,0,350
-28,-26,-22,838
25,-24,-23,-485
-17,-7,-14,189
21,-28,21,-693
11,10,5,85
17,8,-15,211
13,25,24,205
-2,-24,-21,153
-10,0,25,-125
-26,-8,-4,228
-25,23,-19,-480
-10,-6,-20,160
-8,-13,29,-41
-19,26,-1,-489
26,-20,0,-520
22,18,-18,486
-8,-12,-1,101
14,-3,-11,13
1,27,25,-98
3,6,0,18
12,-14,5,-193
25,-21,-12,-465
-7,0,-3,15
-25,-14,-18,440
2,-11,25,-147
-3,0,10,-50
-10,-19,-15,265
3,-5,-20,85
-4,-14,17,-29
-18,-17,28,166
-6,1,14,-76
-11,-21,-20,331
-1,5,-18,85
0,18,-19,95
-7,-15,-26,235
18,-13,-16,-154
-21,-18,11,323
-13,22,-21,-181
-2,17,27,-169
11,0,-4,20
8,18,12,84
-5,-14,7,35
-16,-21,-5,361
5,2,13,-55
-26,-5,-29,275
-13,-23,15,224
-24,24,6,-606
-10,16,14,-230
15,21,9,270
27,-10,-26,-140
-29,23,26,-797
-3,-5,-11,70
28,1,10,-22
25,-26,4,-670
-12,1,23,-127
-7,17,-28,21
20,-25,7,-535
18,-9,5,-187
1,-5,2,-15
5,2,-6,40
-28,3,-18,6
16,-15,11,-295
27,27,27,594
-25,-24,-23,715
10,17,-19,265
-13,14,9,-227
20,0,21,-105
-11,19,7,-244
-16,-4,-10,114
5,21,7,70
-14,8,11,-167
14,12,-12,228
-9,7,20,-163
-21,-21,-23,556
0,5,21,-105
-29,10,15,-365
17,-5,-4,-65
16,22,-7,387
-13,10,-29,15
1,2,8,-38
-24,5,4,-140
29,-6,17,-259
-1,12,-2,-2
-15,-5,0,75
-8,-27,25,91
-15,4,14,-130
12,-22,1,-269
-9,0,-15,75
-14,9,-29,19
3,28,26,-46
28,15,-13,485
22,-25,-1,-545
27,26,-28,842
-20,18,4,-380
11,12,12,72
25,-13,-29,-180
-23,10,21,-335
19,-12,27,-363
-4,-22,12,28
2,8,18,-74
21,-18,14,-448
-5,20,17,-185
-6,-9,-15,129
-3,-14,8,2
29,10,-10,340
-13,-16,-20,308
15,-15,-23,-110
-26,18,-27,-333
-21,-12,-21,357
0,8,24,-120
23,-24,5,-577
9,22,-22,308
4,18,12,12
-16,28,29,-593
-28,26,-24,-608
1,4,1,-1
-4,-17,8,28
27,-14,6,-408
-15,0,5,-25
-19,-5,19,0
-23,-25,-27,710
-24,18,-13,-367
9,-25,-19,-130
1,-16,-13,49
-12,11,11,-187
-17,-11,-12,247
-6,-25,0,150
-19,-9,27,36
-13,-14,26,52
-8,-15,-29,265
-27,-9,3,228
6,1,-28,146
-21,1,29,-166
-27,-5,-2,145
-16,-26,-22,526
-9,11,15,-174
-26,-11,-16,366
10,-19,8,-230
-21,-7,-20,247
16,2,13,-33
14,0,-26,130
11,-8,-17,-3
9,-15,29,-280
-29,-13,-16,457
0,17,5,-25
11,-17,5,-212
29,4,7,81
24,-11,-18,-174
-3,6,10,-68
5,-3,-29,130
22,25,-16,630
22,-11,-26,-112
-18,21,3,-393
-16,-12,-1,197
0,-29,0,0
27,3,21,-24
5,-14,-10,-20
-17,-18,14,236
-14,14,-14,-126
28,15,-14,490
-4,-27,-6,138
-20,2,-18,50
11,14,25,29
-26,-4,-15,179
18,-16,-19,-193
-29,-29,-7,876
28,-17,1,-481
-6,29,-28,-34
-11,17,-6,-157
-21,-6,4,106
4,29,11,61
-20,-23,-13,525
-17,-19,-8,363
1,11,22,-99
-2,-21,1,37
-16,-23,-2,378
-27,21,-11,-512
18,-5,15,-165
3,-28,18,-174
23,-8,-7,-149
-29,0,20,-100
15,15,18,135
5,-15,5,-100
24,-9,-20,-116
0,0,10,-50
2,-17,-2,-24
11,24,-14,334
-3,9,8,-67
1,-9,23,-124
-16,-20,-9,365
-4,-1,-4,24
7,3,22,-89
-21,-15,-5,340
9,13,-11,172
0,-13,3,-15
4,19,5,51
-15,18,0,-270
0,-7,-16,80
26,1,15,-49
1,4,-28,144
2,-11,11,-77
-3,7,-21,84
-8,24,-1,-187
-8,-21,-27,303
-3,14,-22,68
-18,-8,4,124
-8,-11,-10,138
-20,10,23,-315
-4,-26,-2,114
-19,13,-26,-117
-25,27,-20,-575
-26,29,4,-774
27,16,-10,482
-10,0,-12,60
4,-22,23,-203
19,-1,27,-154
14,-15,24,-330
-20,28,25,-685
-10,6,-22,50
13,-26,8,-378
29,-28,-15,-737
14,-3,26,-172
-22,19,18,-508
-5,27,-1,-130
-4,-20,3,65
-12,-18,-16,296
25,29,-24,845
5,28,7,105
26,-17,9,-487
23,0,-8,40
-10,-6,-7,95
-21,26,-24,-426
-1,-5,7,-30
-10,7,-29,75
10,26,3,245
-14,11,0,-154
2,17,4,14
23,8,10,134
-6,-25,4,130
29,-16,2,-474
1,-23,-21,82
-7,-29,-27,338
-13,-1,10,-37
20,-19,0,-380
28,-20,3,-575
-29,3,-6,-57
-1,9,-12,51
-2,-13,-17,111
12,-11,7,-167
10,10,-25,225
-2,1,-6,28
-18,-19,-19,437
0,15,17,-85
23,4,-27,227
3,12,-17,121
-16,-3,22,-62
-24,-23,1,547
1,26,21,-79
4,-5,-13,45
-7,11,6,-107
18,5,22,-20
3,17,-24,171
28,-10,-16,-200
22,7,-19,249
-20,12,-12,-180
18,-2,-17,49
14,-13,11,-237
-1,12,-9,33
-5,4,-5,5
11,8,-4,108
-14,-7,20,-2
-4,-1,8,-36
-17,-2,0,34
5,-18,6,-120
10,0,22,-110
10,2,4,0
-16,-22,-9,397
-26,8,0,-208
16,5,15,5
-26,17,16,-522
-15,8,-13,-55
-5,5,-2,-15
1,28,27,-107
12,-9,29,-253
25,23,-27,710
-12,13,26,-286
-27,-13,17,266
-1,23,23,-138
-24,-9,-26,346
16,24,12,324
-20,-14,-13,345
-1,15,9,-60
-21,-21,-9,486
29,27,-2,793
12,-13,11,-211
9,-23,28,-347
24,-16,-10,-334
0,-10,-26,130
29,-13,14,-447
22,-26,-9,-527
-4,-15,-25,185
27,22,-29,739
-23,12,-15,-201
19,19,-22,471
12,28,28,196
29,10,-17,375
26,11,-13,351
-16,29,28,-604
-18,-8,16,64
-7,6,-10,8
25,22,23,435
11,-27,-6,-267
4,-2,12,-68
-13,-8,-11,159
5,-17,-8,-45
-6,22,23,-247
-17,-23,19,296
-19,0,-24,120
3,-8,-11,31
11,-28,8,-348
-26,-27,-18,792
-18,-14,14,182
-23,12,-25,-151
22,-28,21,-721
20,-14,14,-350
12,-29,25,-473
10,-22,19,-315
-9,14,-19,-31
-27,-22,1,589
24,-5,-4,-100
-16,0,16,-80
19,-17,22,-433
17,-15,10,-305
-11,29,-10,-269
27,-4,27,-243
6,-17,29,-247
9,-4,9,-81
-23,24,-14,-482
1,-2,-22,108
-3,-20,-18,150
-14,17,28,-378
-20,-28,21,455
21,-4,25,-209
22,12,-26,394
10,1,-5,35
20,21,-23,535
8,-17,-4,-116
-9,-8,-9,117
7,-23,-5,-136
-22,-3,2,56
-29,-29,-24,961
-10,-27,-13,335
2,-21,6,-72
-21,8,-21,-63
-28,-1,-18,118
0,-5,-3,15
16,-5,-9,-35
25,19,-14,545
22,-10,22,-330
8,-21,22,-278
12,-27,2,-334
26,-27,-6,-672
-17,-25,10,375
19,-1,27,-154
3,-9,-3,-12
-27,-4,9,63
25,2,27,-85
-1,19,15,-94
-18,12,28,-356
20,-17,1,-345
13,-21,-26,-143
4,-22,13,-153
17,-27,-25,-334
-4,-21,-12,144
-20,-3,-28,200
-5,4,-25,105
14,3,17,-43
28,0,22,-110
20,24,-14,550
15,26,-25,515
-24,-10,11,185
-11,25,-1,-270
-1,-29,-5,54
2,18,-23,151
29,-13,-26,-247
2,21,1,37
-23,-3,0,69
-2,11,-22,88
-20,-2,23,-75
-27,6,-25,-37
13,-29,7,-412
3,-6,-10,32
-29,25,-26,-595
-21,23,-13,-418
-4,1,14,-74
9,16,28,4
25,-19,4,-495
16,16,14,186
-12,28,-9,-291
-25,20,-26,-370
-20,-1,17,-65
8,6,0,48
12,-15,-10,-130
21,-29,-27,-474
5,-26,2,-140
-24,2,9,-93
1,22,-18,112
19,-23,-27,-302
-18,28,4,-524
-20,24,11,-535
1,-18,-26,112
-7,13,14,-161
12,-25,-4,-280
-9,2,3,-33
-5,-2,9,-35
-26,12,-17,-227
-7,-10,-22,180
-24,-21,21,399
-8,14,-12,-52
-10,-24,25,115
9,-13,-23,-2
21,0,-2,10
1,5,29,-140
27,-20,-15,-465
21,-3,19,-158
21,11,7,196
-25,-11,-23,390
-9,13,29,-262
4,4,0,16
-24,-18,12,372
-20,16,-15,-245
-9,29,-28,-121
-20,-4,-26,210
1,14,17,-71
4,12,-5,73
13,21,20,173
23,-15,23,-460
0,28,25,-125
9,-10,28,-230
5,-3,-2,-5
-19,-4,25,-49
2,-20,-3,-25
-5,26,23,-245
1,21,25,-104
16,-6,-28,44
0,17,-20,100
-8,2,-13,49
-25,25,5,-650
-15,3,10,-95
-4,19,-8,-36
-8,-4,18,-58
7,-8,5,-81
-23,18,5,-439
7,-29,-6,-173
10,-10,13,-165
-10,10,19,-195
19,25,6,445
-19,-18,-17,427
26,21,0,546
27,-14,11,-433
-29,-23,21,562
-9,-17,22,43
-20,-21,0,420
-15,-4,-2,70
26,11,-9,331
-1,-19,-4,39
11,-8,-14,-18
9,-12,6,-138
0,29,-27,135
14,-22,-9,-263
24,3,16,-8
11,-22,17,-327
23,17,-8,431
22,4,12,28
16,0,21,-105
12,21,-12,312
-24,24,10,-626
-22,13,-2,-276
-12,-18,-22,326
2,-15,3,-45
20,-1,-19,75
14,-6,-12,-24
-16,-29,10,414
6,-23,-28,2
-19,27,2,-523
-29,16,10,-514
12,-3,4,-56
-14,28,-15,-317
-26,20,21,-625
9,29,-19,356
28,13,-8,404
-12,-16,-28,332
-26,8,14,-278
16,-8,-23,-13
16,19,-12,364
-25,-5,22,15
26,-7,3,-197
7,4,-1,33
29,18,7,487
-1,-14,24,-106
21,2,27,-93
16,10,-19,255
10,3,-14,100
22,-14,10,-358
13,7,7,56
-28,-8,22,114
2,-13,6,-56
-7,5,-21,70
14,-3,-6,-12
18,-18,-21,-219
14,-15,14,-280
15,26,-27,525
17,-20,-29,-195
-12,23,-22,-166
-22,4,-11,-33
7,25,18,85
-22,22,24,-604
-7,26,1,-187
-3,0,4,-20
26,28,-19,823
13,-29,18,-467
11,-16,6,-206
-24,10,-24,-120
19,1,18,-71
-15,0,-23,115
-17,-25,-10,475
-29,0,1,-5
23,0,-3,15
7,-21,-6,-117
-4,-16,-18,154
26,-15,-5,-365
19,-28,-21,-427
19,19,-23,476
-24,7,24,-288
17,16,-3,287
-19,-23,-11,492
-17,-25,-26,555
16,-1,18,-106
-5,1,-5,20
-6,-17,1,97
-14,12,1,-173
9,-8,-9,-27
-15,-20,-24,420
21,2,-26,172
21,-16,-7,-301
16,-23,14,-438
5,-28,-6,-110
-21,11,19,-326
-1,6,-13,59
-28,23,26,-774
-19,-9,-16,251
-21,-29,-3,624
-15,21,15,-390
-24,-5,-23,235
18,-4,28,-212
13,8,27,-31
-9,5,-6,-15
13,-3,-3,-24
-21,-9,-21,294
-16,-1,28,-124
29,7,23,88
24,-10,13,-305
-1,23,28,-163
-12,11,-29,13
-8,17,-9,-91
29,-14,-9,-361
17,-11,18,-277
6,-1,-17,79
-4,-12,-19,143
15,23,13,280
-14,22,-13,-243
-24,-1,-8,64
-28,-10,5,255
15,6,-27,225
29,-12,29,-493
-29,28,-5,-787
29,13,17,292
28,-18,3,-519
15,25,-15,450
-13,-10,0,130
21,-16,9,-381
-23,29,19,-762
-24,11,-28,-124
-22,-27,14,524
14,-16,-12,-164
-2,-10,24,-100
-27,-13,3,336
-5,-1,10,-45
14,-20,5,-305
-18,2,-4,-16
0,22,13,-65
16,21,4,316
19,-5,-3,-80
-29,4,2,-126
-18,-14,8,212
-1,9,10,-59
-7,14,-15,-23
2,-24,-6,-18
3,-8,0,-24
6,-24,18,-234
-29,9,-8,-221
-12,-3,24,-84
15,23,-11,400
8,29,24,112
-29,23,0,-667
0,27,-26,130
-18,28,6,-534
11,-24,4,-284
-8,-10,4,60
-12,3,2,-46
10,-11,-13,-45
7,0,-6,30
-5,-11,-8,95
-8,-21,8,128
-21,9,-23,-74
-25,11,27,-410
11,-2,-29,123
29,-3,28,-227
13,-18,17,-319
-23,15,-16,-265
1,2,-16,82
18,25,-24,570
2,7,17,-71
19,-20,-19,-285
-20,28,-20,-460
11,-28,-4,-288
-23,-22,12,446
1,25,-10,75
-24,-28,1,667
3,-18,-20,46
1,-3,-6,27
-14,-29,12,346
21,20,-9,465
12,9,18,18
-18,4,20,-172
-20,17,13,-405
-22,0,-9,45
-19,-17,11,268
-8,9,-12,-12
-8,3,-23,91
15,-7,18,-195
6,16,-17,181
-2,-15,-12,90
0,20,29,-145
-6,19,-10,-64
17,29,-22,603
-8,1,19,-103
-18,9,20,-262
-2,-15,-23,145
4,-15,18,-150
-24,-13,-12,372
-29,12,29,-493
13,-11,28,-283
-10,12,-12,-60
23,1,22,-87
6,-16,21,-201
-7,5,-26,95
25,-24,-14,-530
16,21,27,201
-28,-13,14,294
22,14,14,238
-2,21,16,-122
7,7,-18,139
12,16,24,72
-19,7,9,-178
21,-29,7,-644
27,-25,-8,-635
-25,-17,-18,515
26,10,-20,360
10,10,-22,210
-15,22,2,-340
-22,-16,-26,482
-20,-4,11,25
-11,0,15,-75
11,23,-9,298
9,-18,27,-297
-15,5,-8,-35
24,-4,4,-116
21,23,27,348
7,10,19,-25
25,-15,0,-375
-13,-1,6,-17
-4,-19,-1,81
-8,-5,-11,95
-23,0,18,-90
16,-12,-28,-52
-1,-20,12,-40
1,-27,-24,93
5,-5,-29,120
-27,-26,21,597
-1,6,-19,89
26,-25,-13,-585
-1,29,21,-134
-20,26,-24,-400
14,-13,12,-242
-27,6,-6,-132
-1,5,28,-145
-1,16,-7,19
-4,23,-29,53
24,22,10,478
5,29,0,145
5,5,3,10
23,14,-27,457
19,17,16,243
-8,19,22,-262
16,13,15,133
-19,5,14,-165
-20,18,26,-490
7,6,4,22
-8,-5,-16,120
-5,-8,16,-40
-23,28,-10,-594
1,-24,29,-169
10,-27,26,-400
27,10,-21,375
-21,2,0,-42
18,18,22,214
-21,-16,27,201
24,3,6,42
15,15,-20,325
-19,13,29,-392
17,-5,-21,20
-11,28,14,-378
-17,-27,-21,564
-12,0,-10,50
5,29,20,45
-20,-13,21,155
3,-20,-9,-15
-2,-29,-27,193
11,11,-3,136
8,-12,6,-126
-13,2,-21,79
-18,8,-2,-134
-20,-2,-17,125
6,7,-26,172
22,-18,-1,-391
6,-11,-14,4
-5,8,-14,30
6,24,18,54
0,-2,-25,125
-24,-4,9,51
-2,-29,3,43
23,-10,1,-235
-10,5,1,-55
11,23,17,168
-12,-26,0,312
-14,26,-18,-274
4,12,-25,173
-16,-3,-19,143
-25,-26,-8,690
13,26,7,303
15,-4,-17,25
20,-5,-29,45
8,29,-10,282
-19,5,-23,20
24,-15,-8,-320
-14,20,0,-280
11,-7,3,-92
-11,-19,-5,234
-29,-1,-19,124
18,-10,-19,-85
0,-4,-6,30
-16,22,21,-457
-4,2,-15,67
-16,-22,2,342
-8,-28,23,109
-3,7,-24,99
29,-17,-17,-408
17,-4,-9,-23
-8,6,-14,22
17,-16,-12,-212
17,13,0,221
11,11,12,61
-27,-13,22,241
-12,29,25,-473
8,17,9,91
-20,-17,0,340
10,-18,28,-320
17,22,-2,384
-18,23,-7,-379
-14,23,23,-437
16,-3,-25,77
12,-29,-26,-218
-17,2,-11,21
23,-21,-20,-383
-3,-29,19,-8
-25,7,-8,-135
-23,25,-14,-505
9,15,19,40
29,-2,26,-188
21,3,-17,148
-26,24,-12,-564
